date,score,review
2025-05-01,10.0,"Eu amei o filme,nele eu ""vi"" algumas ""referências"" q eu queria MT ressaltar pois achei geniais,quando o Marshall levanta o dedo indicador parece muito a saudação nazista,refletindo a influência q uma pessoa pode ter sobre as outras sem ter responsabilidade o suficiente,ainda mais uma pessoa famosa q não tem nenhuma qualificação para exercer um papel tão importante,mesmo sem querer,além disso quando a nasha fala dos nativos parece(na minha visão) uma referência as invasões de terras invocadas,como quando os europeus chegaram à América"
2025-05-01,7.0,I have not watched the movie yet but it looks like it has potential.
2025-05-01,7.0,"Great acting, interesting story just wish the final act was a bit more booming"
2025-04-30,7.0,"I had fun watching this film. It was a little bit weird, but creative and different enough to be enjoyable. In an era where originality is lacking in entertainment, this was a welcomed breath of fresh air.
It touches on a few important ethical subjects, while also managing to be funny, in a dark humour type way. 

It's not without it's flaws tho. I think the first half of the movie is better than the last. It was more interesting and intriguing. It's not a major flaw tho. The movie still remains solid in the latter half. It's just that it seems like 2 movies were glued together. Bong Joon-Ho's ""Parasite"" also had that aspect of 2 different stories merging near the end, but it worked great there. Here it wasn't as effective.
The other flaw, and the biggest one, was Mark Ruffalo's acting. He seemed to be doing a Trump impression (a pretty bad one, since he is such a bad actor), mixed with some other personality, which made the scenes he was in extremely annoying. Everytime he showed up, it made me want to press the forward button. That's how annoying it was.

I heard people complain about this movie and saying they were expecting more coming from Bong Joon-Ho; specially after ""Parasite"". But i think that is not fair for him. ""Parasite"" is one of those rare movies, that only gets made every few years. It's not realistic, nor fair, to expect every movie a director/writer releases, to be as good a masterpiece like ""Parasite"".
I cannot wait to watch his next work."
2025-04-30,1.0,not a very good watch. childish. would maybe rip it and not pay for this
2025-04-30,8.0,"Thoroughly enjoyable and very clever - excellent cinematography, too. Well worth watching."
2025-04-30,6.0,"An original story with good acting. Mark Ruffalo, Robert Pattinson, and Steven Yeun really carried the movie. Naomi Ackie and Toni Collete were just terrible and they ruined the movie for me. Everything else was fine."
2025-04-30,1.0,"Way too long/boring, infinitely juvenile, not funny, not cute, not anything. Some of the worst dialogue in history. There is no such thing as the worst movie ever made. However, there is a land where lots of movies are in an eternal tie with ALL the other worst movies ever made, where this movie resides. Parasite is great, but Bong Joon Ho proves, like Jordan Peele, he can make absolute stinkers as well."
2025-04-30,4.0,"I wanted to like this movie. I get this movie was intentionally over the top, but the obvious political messaging really broke the immersion. Ruffalo is such a talented actor and it seemed he was off his game when doing an impersonation of the president. It came off as forced and out of place in a setting when forced and out of place was the theme.

I do not care what side of the political isle the message lines up with, I watch movies to get a fanciful break from reality. When I get movie makers political alignments shoved in my face I cannot stay with the fantasy of the movie. It is like Frodo pulling out a cell phone and ordering door dash."
2025-04-30,9.0,If this doesn’t prove Robert Pattinson as a top tier actor then simply put you don’t understand talent. His days of Edward Cullen are long behind him and he nails every role he plays
2025-04-29,6.0,"A quirky, interesting satire and social critique with enough to watch to the end but maybe could have delivered more with the team and budget.  Ruffalo and Collette's roles are comically over the top as is much of the film."
2025-04-29,8.0,"Good story, the ending is ok but not very interesting"
2025-04-29,6.0,"I get what they're going for, but it was just... kinda boring."
2025-04-29,8.0,Very good sarcastic movie. Robert slay as always
2025-04-29,8.0,"Interesante, entretenida. 
Tiene el humor y la crítica socio política que caracteriza al director, pero con una propuesta muy distinta a lo que esperaba ver. 
Lamentablemente encuentro que falla en ciertos elementos que son olvidados o dejados de lado, junto con eso, un final demasiado blanco en vez de los tintes más grises que pudo tener. 
Aún así es una película divertida y atrapante.
Me hizo querer adentrarme en el psi-fi"
2025-04-28,6.0,Super creative. Worth seeing if you like experimental sci fi.
2025-04-28,1.0,"Waste of time. 
Every character was lame, and I could predict the movie in less than20 minuets. Very predictable and forgettable film. 
Mark Ruffalo should be ashamed of himself, and I can only hope that Robert Pattinson made good use of the paycheck he received from this movie."
2025-04-28,10.0,Thought provoking film and amazing range and acting from Robert Pattinson!  Loved every minute of his lovable characters.  Mark Ruffalo also knocked it out of the park playing his over-the-top character perfectly.
2025-04-28,8.0,survivor of the new era
2025-04-28,8.0,"Actually really entertaining, interesting concept, well executed, great acting especially Pattison playing the multiple versions of himselves with different characteristics.

Some really over the top characters (Ruffalo/Collette).

Worth a watch for sc-fi fans."
2025-04-28,8.0,This is worth a watch. Original story so I was hooked already. Just entertaining enough to keep me locked in till the end. Robert Pattinson is a phenomenal actor 👏
2025-04-28,1.0,Fairytale children's version Nausicaa. Very shitty movie
2025-04-28,7.0,"I was rather impressed with Robert's acting. Liked the storyline but definitely could have been 30 mims shorter. 

Great acting all around. Worth a re-watch."
2025-04-28,8.0,"First time seeing Bong Joon Ho movie. Mickey 17 is a great movie to watch. First time hearing Robert Pattison natural voice with his accent. Throughout the movie his acting seem natural. He seem to dive into character easily and enjoy every scene. His chemistry with his other self really show the human bond can be created in short time. It is sad to see things have to be let go, but in the end the sacrifice was worth. Definitely a must watch if you are a fan of the director or Pattison!"
2025-04-27,7.0,"Mickey 17 feels more spiritually connected to Bong Joon Ho's genre-bending works like The Host and Snowpiercer than to his Oscar-winning Parasite. While undeniably flawed and occasionally heavy-handed with its political satire, the film offers something fresh and exciting in the sci-fi landscape.

The real standout is Robert Pattinson's remarkable performance as Mickey and his various clones. Each iteration feels distinctly different - a testament to Pattinson's range and commitment. When another Mickey appears on screen, you genuinely feel like you're watching a different person, despite the shared face. This virtuoso performance elevates the material considerably.

As with many of Bong's English-language films, some of his trademark dark comedy doesn't quite translate with the same razor-sharp edge we've come to expect from his Korean productions. The nuanced absurdism that made The Host so memorable feels somewhat diluted here, perhaps lost in translation or cultural context.

Still, there's an undeniable originality to Mickey 17 that keeps you engaged. The film's exploration of expendability and corporate exploitation resonates, even when the execution falters. It's imperfect sci-fi that's more forgiving in its genre, buoyed by creative world-building and Pattinson's multi-faceted turn.

For those willing to embrace its flaws, Mickey 17 offers an intriguing addition to Bong's diverse filmography.​​​​​​​​"
2025-04-27,1.0,"Alas, this was flat out boring."
2025-04-27,3.0,Any humanity and gravity that were present in the (super fun) book has been ground out by slapstick and wackiness that doesn't click and somehow manages to brashly steamroll the cool ideas into inconsequence. Some great acting in a steaming mess.
2025-04-27,7.0,"Very cool Dystopian Sci-fi. I loved the creativity. It lacks a bit, not a classic, but damn it was neat."
2025-04-27,10.0,Thought provoking and quite fun .
2025-04-26,5.0,The acting is good and you can almost witness how hard they are trying to deliver as actors with a storyline that falls short. The cast sea of the story is great. Could have been better
2025-04-26,8.0,"A unique film that leaves the viewer entertained. Playful and doesn't take itself to serious, this film defines what I love about cinema, creating a space in time to let your mind wander with the fun ideas. Creatively inspirational."
2025-04-26,4.0,This was a pointless movie. The acting was good. It just seemed to take forever to get to the end.
2025-04-26,9.0,Pattinson surprised me with his range and I almost didn't recognize him because the character had a very useful appearance.  That being said It was consistently dark and goofy at the same time and very much watchable.
2025-04-26,10.0,One of the best movie of 2025 so far bong joon jo and Ryan coogler are highlights this year for movies waiting for the valley now must watch.
2025-04-26,7.0,"I enjoy Robert Pattison performance but Rufffalo was awful, I wouldn't watch again."
2025-04-26,1.0,Just a complete waste of time. No imagination. Watching the real Trump in action is much more entertaining.
2025-04-26,8.0,A fun and enjoyable sci fi with a goofy villian.
2025-04-25,5.0,"Started off so original and stylish, descended into the extreme. The last half wreaked of writers/directors going more for shock n' awe than a cohesive plot and gripping story"
2025-04-24,8.0,"I feel like this movie would've been better as two movies, fleshing out Mickeys love and the power struggle at the end."
2025-04-24,7.0,A fun sci-fi comedy with a familiar villain
2025-04-23,6.0,Loses its way half way through the film
2025-04-23,2.0,Everything wrong with hollywood.
2025-04-23,6.0,"This movie wavers between ridiculous and trying to make a statement. It fails at both, but it is still pretty okay."
2025-04-23,10.0,"This is a movie about narcissistic leaders who are full of bluster and self-importance, who resist scientific opinion, who act without concern for their natural environment or animal inhabitants, and who reduce the culture to the lowest possible denominator.  It is a very difficult film to watch, as all critics admit, but not for the technical reasons they give, but because this film is an unexaggerated portrait of none other than ourselves."
2025-04-23,2.0,"It wasn't funny, simply mocking. There was no witty dialogue,  interesting moments or even anything slightly original."
2025-04-22,10.0,"This movie was great. Absolutely comedy gold. Cool story bro. Haters gonna hate. 
Mark Ruffalo, Robert Pattinson, and Steven Yeun are incredible."
2025-04-22,5.0,It was interesting at times but I had a hard time following because I wasn't paying much attention. Best thing about it was Mark Ruffalo but it was still too long and mostly boring.
2025-04-22,2.0,"Terrible, but in a fascinating way."
2025-04-22,3.0,"Pattinson carried this film. Ruffalo was beyond ""cartoonish"" villain and was painful to watch on screen. Plot went off the rails. Subplots either didn't get resolved or were half baked or just came out of nowhere. Ending was just bad. Also seemed to be weird political correlations to modern day USA with some of the acting and dialogue that felt super forced and on the nose. Quite bad."
2025-04-22,1.0,such a waste of talent. movie is not good and i wish i didnt watch it all the way through
2025-04-21,1.0,"not good, actors were ok but plot and storyline not good"
2025-04-21,2.0,Why did I waste my time!  I’ll never get that time back.
2025-04-21,1.0,Pattinson now in every thing but anyways with a different actor I would give 2 Stars still not realy good
2025-04-21,3.0,"Starts strong, ends boringly.  This was a waste of time and money. Seriously, concept seems good- human cloning, expendable person used for scientific answers on disease, tradition, and more.  But then goes horribly off the rails making fun of Trump and religion/cults. Sigh, pointless dribble by the end.  Don't waste your time."
2025-04-21,8.0,Interesting but wouldn't watch again
2025-04-21,8.0,"Mark Ruffalo was channeling the spirit of Trump — a very, very annoying version of Trump, which took you out of the film. Steven Yeun was great, and so was Robert Pattinson. I feel like the film’s ending was left on the cutting room floor — maybe it was too dark for audience."
2025-04-20,3.0,"Started so strong, lost its steam. It’s nothing more than an idea. Nothing compelling at all to tie it all together. No interesting commentary about anything and it just drags on and on and on. What a miss from my favourite director"
2025-04-20,2.0,"Started off great and I thought I knew where this is going, dumb guy comes good but no, it becomes a physiological doo dah. The story of two same guys..the dilemma of a girl sharing identical blokes but with two personalities, it became uninteresting. The budget was spent on the beginning and a little bit at the end, the rest is a 1½hr play, and if you chopped that off it would make a great 30 minute short film. Therefore it is too long filled in with uninteresting claptrap, a bit like this review. So much potential yet poorly executed."
2025-04-20,6.0,"“When a director is given too much power” that is the lesson that Mickey 17 teaches us. Mickey 17 is one of the first big-budget movies to come out in 2025. Directed by Bong Joon Ho, the same person who directed the cinematic masterpieces such as Parasite, the movie came out with high hopes from both critics and audiences alike. Unfortunately, the movie was not able to come close to the hype it had garnered.

Summary
Mickey 17 follows the story of Mickey. A man who volunteers to become a test subject on a space mission to escape the people who are chasing him on earth. In the movie’s universe, humanity has discovered how to clone people and uses ‘expendables’ (people that have the sole purpose of dying for scientific inquiry) to conduct experiments on the human body. Once the person dies, they can be cloned again, loaded with their past memories and used for future experiments. This goes wrong when the 17th version of Mickey is presumed to be dead and his 18th version is cloned. The movie then follows Mickey 17th as he returns to the ship and finds his place taken by his clone, Mickey 18th.

World Building
The movie does a good job of worldbuilding. A common mistakes that sci-fi movies make is to rely on exposition (people talking about the world around them) for worldbuilding instead of actually showing the world and its rules. Mickey 17 balances these 2 aspects well. From the start, we hear Mickey 17 as a inner monologue and are shown the things he talks about. This helps the audience understand the world without making it feel complicated. The problem happens, when you are an hour into the movie and Mickey is still monologueing. Representing a detailed description of the world and its rules is not necessarily a bad thing, done well, it can help the audience’s immersion. But when it takes an hour to explain the world and nothing important happens in the story other than Mickey 18th being formed (Which the audience already know about from the trailers), the audience tend to loose their attention and that point, no amount of fancy visuals can bring their attention back.

WHAT, WHEN, WHY
Every good movie needs to establish its What — what the main character hopes to accomplish; its When — the time by which they must achieve it; and its Why — the reason it matters. Without establishing these, a movie ends up being disfocused and lost in its plot. If the audience do not have a clear goal that needs to be achieved then everything ends up feeling pointless. This is the biggest mistake that Mickey 17 makes. From start to end, not once does the movie establish a clear goal that the characters need to achieve and a time frame for them to achieve it. There are some implicit goals and this can work, if, there is only one implicit goal and it is not interfered with. A movie cannot have multiple, unclear, implicit goals that are competing with one another. First, Mickey 17th has the implicit goal of following Mickey 18th. Why must he follow him? Because it’s a clone and he should. But then they meet and the goal ends. Now what, now they want to kill the head of the ship. Why? Because the captain treats them like expendables, but then everyone on the ship treats them like that, so they should logically kill everyone. But then, they fail. Now, they must save humanity. Why are they the ones saving humanity? Because they are the main characters, but there is nothing special about them, they might be clones but they are still humans, that isn’t a special ability. Boo Joon Ho uses the entire movie to showcase this amazing and detailed world he has created, but he never gives the audience a clear goal that Mickey 17th needs to achieve in this world.

Setups and Payoffs
Every movie needs setups and payoffs. The movie setups the goals that need to be achieved and then works towards the final payoff. This concept isn’t just limited to goals, a movie can setup a certain metaphor or external element and then use it later (this becomes the payoff). Unfortunately, for Mickey 17, this setup and payoff element is not executed well. Every movie is made of 3 acts, it’s introduction, main part, conclusion. Mickey 17 loosely sets up metaphors and goals in it’s first act and then rushes to close them up in the third act. The second act adds nothing to the movie and then continues to conflict and ruin the one implicit goal the first act set up. If you ignore the second act of the movie, all of it’s confusion and contradiction then the movie ends up being quite focused. Because, at the end of the movie, the only goals that are achieved are those set up in the first act. The second act goals are just ignored and forgotten by the movie.

Too many themes
The movie tries to tackle a lot of themes. Where a good movie only needs to tackle one or at max 2 themes. Mickey 17 tries to take on 3 of them: Ethics and Morality, Church and State, Situations and the Poor. A movie like Mickey 17 could have easily stuck to the ethics of making new people with the same memories (Some complicated story building also shows that it is not even the exact same memories). The storybuilding is also used to tackle the poverty theme and how it forces people into unfavourable situations. But then the movie decided to add a third theme. How the church and religion influnce the decisions made by the state (the captain). This theme is then not tackled in any meaningful way. It is represented to show it exists and then nothing is done with it. So the third theme ends up complicating the message of the movie without showing any meaningful messages of its own.

Conclusion
In conclusion. The movie looks amazing, from it’s quality to the colour grading to the wardrobe choices. The acting in Mickey 17 is phenomenal. Robert Pattinson does an amazing job of bringing his character to life. But other than these, there are no pros to it. It is a disfocused mess with no meaning or goal to it. Even the character arc is a lousy and unjustified mess. If you love Robert Pattinson and his work then maybe give it a try, but for any reasons other than that, skip it."
2025-04-20,8.0,"First of all props to robert pattinson, he did amazing with his role on this film - he’s a very good actor. I really like how the film gives you life lessons throughout the movie, and how well balanced the genre’s are. A good amount of sci-fi and romance, To sum it up this film is worth watching."
2025-04-20,9.0,"I loved it! It’s weird and quirky, but also quite fun. A bit self-indulgent and over-the-top at times, but overall really refreshing. It felt like watching a live action anime, and Robert Pattinson was just incredible."
2025-04-20,8.0,A dynamic adventure movie with hints of comedy and drama.
2025-04-20,9.0,"Much better IMHO than the overrated Parasite - better aligned with the spirit of Snowpiercer, a truly great movie IMHO"
2025-04-20,1.0,I was curious to see after watching the trailer. Looked good. Waste of time. Not the actors fault.
2025-04-20,4.0,"This felt too rushed in my opinion, almost focused too much on the satire that it forgot to do something more useful with the main story which was pretty weak. The satire I supposed is supposed to carry this film. Had high hopes for this maybe next time Mr Bong"
2025-04-20,6.0,A solid film through and through with an exceptional and eccentric performance from Robert Pattinson. I wish they had not essentially spoiled the entire film in the promotional trailers.
2025-04-20,5.0,I really wanted to like this movie from all the reviews but ended up walking out of the theater halfway.
2025-04-20,5.0,"Expected better. It felt like it tried too hard. Every Mickey was the same until they needed him to be different, then suddenly they just made a Mickey different. Felt like a film by Napoleon Dynomite director."
2025-04-20,2.0,Terrible did not like it
2025-04-20,3.0,"Robert Pattinson's performance does a lot to save this movie, but the ""political message"" just doesn't land and it's clear it counted on a different political result. It's a gamble and it didn't pay off, movies used to mean something."
2025-04-19,2.0,"Without doubt the worst film I’ve ever seen - so bad I was determined to write a review. I have no idea what the ‘clever’ social commentary was about. The acting was awful, but I’m sure the script wasn’t helpful. Too long; not funny; not engaging and no storyline to speak of."
2025-04-19,9.0,"I loved this movie to about 95%: Great visuals, competent acting, engaging story and good message. I liked the mix of sci-fi, dystopian future and hopeful comment on humanity, without resorting to the usual cheap Hollywood action setpieces and inhuman killing sprees. The 5% I hated about the movie were Mark Ruffalo‘s and Toni Collette‘s badly overacted villains. Ruffalo tries to impersonate Trump, and fails badly. Their whole act just feels like a cheap shot at Trump, Republicans, and like an attempt to put christians in a bad light and get some laughs at their expense. It all fails badly and the movie would be perfect, if the villains had been as well written and acted as the rest of the characters. Instead we get some bad parodies by obviously hateful actors and/or writers. But overall a great movie."
2025-04-19,9.0,Para esto fue creado el septimo arte
2025-04-19,10.0,"From concept to execution, this movie is brilliant and Pattinson is everything here."
2025-04-19,6.0,"Quite left field and strange on the face of it but the over all story was good and the acting was great, Ruffallo steals the show, so it was a fairly enjoyable ride. Some of the sub plots were a bit too random to make sense and as an audience it felt like we were being asked to just go with until something else random happened to distract us."
2025-04-19,5.0,"Robert Parkinson's efforts aside, sadly this isn't very good. The on the nose social commentary combined with overacting masquerading as comedy is just cringeworthy and the whole thing smacks of wasted potential. Red hats? Honestly?"
2025-04-19,7.0,"It's a promising movie with a lot of good ideas and story ideas with possibilities on where to take them. Robert Pattinson does a stellar job fleshing out being a simple ying-yang/polar opposites duo performance. But, the holes or lack of significant character development or any emotional background to the character of Mickey without any further explanation as to what is happening, makes it all feel like a let down (especially that buzzkill, lackluster ending). The confliction only deepens more so since this is Bong Jong-Ho's follow-up from the masterpiece that is PARASITE. Otherall, not the worst for the year or as an Sci-Fi Comedy but will probably end up being Bong's worst like STOKER was for Chan Wook-Park."
2025-04-19,2.0,Walked out of the cinema it was so bad. Is this the world we are turning into that this rubbish is supposed to entertain us. I only wish 1 day we could give less than 1 star because giving this 1 star is doing it a favour.
2025-04-19,4.0,"Started off interesting as many modern films but started to unravel fairly quickly.  A weak plot, weak writing, and terrible charicature-type characters.  Generally a cynical view of humanity and the future.  Dystopian films should be a warning-off of our dangerous tendencies, but this one just seems borne of stupidity more than anything, and for that reason is mostly unbelievable.  THe plot could have been squeezed into an hour.  WHy it took 2.5 hours to develop this nothing burger, I do not know.  Robert Pattison was barely watchable along with many of the other actors who with better direction and script I am sure could have been much better."
2025-04-19,10.0,"Loved a new take on a possible dystopian future. Great movie with a total package of acting, directing, humor and screenplay from a book. I just wish I could've caught it in the theater so I could support more of this type of cinema, rather than the super hero/sequel genre."
2025-04-19,8.0,"Fun and engaging. Even though it sometimes misses the mark, I’d recommend anyone to watch it."
2025-04-19,10.0,"A very different creative, entertaining movie experience."
2025-04-18,8.0,"While it often dazzles - the moments in between lack a spark to keep you 100% clocked in. It's an incredible movie that somehow packs so much in, that momentum is lost between the world building scenes. It's still worth watching for its incredible performances, moving story and stirring action scenes. Come for the mob movie in space - and leave happy."
2025-04-18,8.0,"Weirdly strange and strangely weird … but … had to keep watching it. While Robert Pattinson was great, Mark Ruffolo and Toni Collette stole the show."
2025-04-18,10.0,"I Recommend this film. It Was Not Filmed In Camcorder Mode! Just for this reason, still a good movie."
2025-04-18,9.0,"Mickey 17 é um thriller de ficção científica, com um leve toque cômico que promete ter trazido às telas novamente a magia do cineasta Bong Joon-ho (diretor do fantástico filme Parasita). Desde já, vou deixar claro que adorei o filme, e que deu pra notar nele a ""assinatura"" de Bong Joon-ho. O filme apresenta um futuro distópico bem elaborado, e imerge o espectador nele através de imagens alucinantes (sem grandes exageros) e boa ambientação. Também cria toda a ""mitologia"" (digamos assim), que não é muito complexa, nem mesmo muito realista, porém, não vejo como um problema, pois o filme não se leva à sério, adotando um tom cômico, tanto através das situações da trama e de certas ""piadas"", como também pelo personagem principal Mickey 17 (principalmente por ele), que é muito bem interpretado por Robert Pattinson. Esse personagem (Mickey 17) talvez pode não agradar muitas pessoas pelo seu jeito excessivamente caricato, infantilizado e etc., mas consegue roubar nossa simpatia, e é apoiado pelo tom do filme. O filme apresenta muitas críticas e subtextos e até mesmo alegorias que enriquecem mais a obra: crítica social, política, religiosa (infelizmente para quem é religioso) e até sobre colonização e fascismo. As demais atuações estão perfeitas, e quero destacar Mark Ruffalo, como o Sr. Marshall, ele é perfeito: engraçado, ridículo, vilanesco, quase que implacável e babaca também [kkkk]. Mas o mais impressionante é a habilidade única de Bong Joon-ho (diretor) de extrair o máximo das situações da trama, gerando tensão, alucinação e prendendo o espectador até o fim, sempre explorando as relações humanas da forma mais ""roubada"" (no bom sentido) possível. Por fim, não chega a repetir a qualidade de Parasita, porém não por demérito, mas sim por mérito de Parasita. É um filmaço, mas depende da sua identificação com a obra. Recomendo. Nota 8,6 e 4,5 estrelas aqui."
2025-04-18,10.0,Loved it! Definitely did not expect the movie to go where it did but it was the best movie I've seen in a while. I laughed a lot more than I thought I would. Definitely goes with the theme of what we're living in right now lol
2025-04-18,10.0,i wish this movie got more appreciation! unbelievably cool movie with unique sci-fi elements. even has a good love story
2025-04-18,8.0,A very interesting and fresh plot! There may be a few plot holes or confusing aspects but overall a great film worth your time.
2025-04-18,4.0,"wasted potential, they create a good setting for a good IP, but i dont know where the direction is, not funny, not thrilling, very falt story after 20 minutes end up as enviromental mother nature campaign.. really a wasted potential"
2025-04-18,10.0,"Bong Joon-ho's latest film Mickey 17 is seen as a visually interesting and conceptually science fiction film with strong performance of Robert Pattinson's portrayal of the multiple iterations was widely praised, critics acknowledged Bong's unique vision, distinctive style, and his ability to blend genres, as well as world-building and cinematography often commended. The sharp satirical of capitalism, colonialism, and contemporary politicals was noted yet found heavy-handed unlike Mark Ruffalo's character drawing parallels. But despite it's box-office disappointment, the movie proves to have found  it's pacing, narrative, and thematic delivery to be less refined compared to Bong Joon-ho's previous successes."
2025-04-17,2.0,"So much love to make something so awful. The black comedy element is weak and unfunny, the moralistic theme undercooked. It would have been better had it been played as a straight up serious sci-fi or a full on spoof. Mark Ruffalo is normally a brilliant character actor but the cheese is dialled to 11 and is a real turn off, Robert Pattinson's fake childish articulation is also incredibly annoying. Genuinely cannot understand any of the positive reviews, the trailer also gives a very false impression. Avoid."
2025-04-17,10.0,"Saludos, yo soy Etienne, voy a hablar de mi película preferida «Mickey 17». El protagonista es Mickey y el número 17 se refiere a los otros 16 Mickeys que preceden Mickey 17. El realizador es Bong Joon Ho y es de Corea del Sud.La película es una película de ciencia ficción, también de acción  y de comedia. La película se desarrolla en el futuro donde es posible hacer réplicas de humanos y Mickey es una réplica. Mickey murió 16 veces por la ciencia. Asha es la compañera del protagonista y los dos tienen una relación muy particular e íntima. El antagonista Kenneth Marshall es un dictador y el comandante de la naveta espacial donde se desarrolla la mayoría de la película. Kenneth y también su mujer son personajes muy  infamosos que casi todos odian también yo. El comienzo de la película es muy interesante porque vemos cómo funciona la máquina que hace las réplicas y las experimentaciones científicas. Me encanta esta película porque los personajes son muy interesantes, quiero la ciencia ficción y provoca muchas emociones porque hay momentos tristes y chistes. Yo recomiendo este película porque es uniqua y muy interesante."
2025-04-17,10.0,"Incredible plot and writing , Dynamic performances from the cast . The underlying sub-text and self reflection of America was eye opening . Black mirror-esque Dystopia yet realistic near-future ."
2025-04-17,2.0,Difficult to sit through with all the IRL political undertones. Can we just make movies and tell great stories?
2025-04-17,7.0,Good Movie. But at times seems boring.
2025-04-17,2.0,"A cynical, ugly and uninsightful take on humans. I understand that some people might find this a breath of fresh air If they have spent the last decade watching Marvel Movies with sacarine heroes being absurdly virtuous, but for myself, the philosophical statement about humanity is empty and nasty. The movie fundamentally seemingly wants to be a clever statement about avarice, but ultimately ends up just being a mirror to the Directors own uncharitable views of people

characters aren't motivated by literally anything other than there own idiotic greed and spite. The suspension of disbelief never takes off, and you are, I suppose, merely meant to laugh as every single character tries to ruthlessly exploit each other. All in all, a high budget movie which presents hollow arbitrary meanness as something insightful. If I laughed more, I would have forgiven it as a psychopathic inversion of Star Trek. I didn't laugh. Oh look, everyone double crosses each other every 30 seconds. Yawn."
2025-04-17,7.0,"Sincere in its weirdness and strong in its satire, Mickey 17 offers viewers a new experience all around. From a unique and peculiar premise to Pattinson's crazy, over-the-top acting, Bong Joon Ho's sci-fi dark comedy is an entertaining watch that doesn't shy away from touching on a myriad of complex themes."
2025-04-17,9.0,robert pattinson acting is another level
2025-04-17,6.0,"Una película con una historia buena, pero demasiado lenta y aveces muy novelesco, llega a tener momentos muy aburridos, las actuaciones 10 de 10"
2025-04-17,4.0,Man I was disappointed.i thought this movie was going to be a great sci-fi film but it sucked. although there was some good action and premise it just couldn't follow through. At first I thought ok maybe if I just give it time but nope it did not get better and by the end I was bored out of my mind. So ya I wouldn't watch again and over all its a 2.3/10.
2025-04-17,10.0,"Creative. Original. Didn’t waste my time, had some heart. Characters had just the right amount of development to action. I don’t like mark ruffalo, a bit too much satire there, but the rest is fun, it’s worth the watch."
2025-04-17,10.0,"Imho this will become a cult classic alongside movies like Brazil and Life of brian.

It's somehow believable and way way way over the top. A lot of people probably dont realise it but Robert Pattinson is a brilliant actor and he's alongside other brilliant actors like Mark Ruffalo. And the rest of the cast are great. The director Bong Joon ho hopefully has a long future"
2025-04-16,8.0,"very good, not perfect"
2025-04-16,10.0,"Super impressed with this one! This movie made me feel many things, which many movies today don’t evoke. It was thrilling, comedic, futuristic, romantic, sent a message about the importance of life and was actually super sweet. Robert Patterson’s performance was amazing, I forgot many times throughout this film that he also played Edward. My love for him as an actor, and his craft definitely increased! It was also nice to see some new faces on screen. Safe to say I loved this movie! Would definitely watch again!"
2025-04-16,5.0,"Plot seemed recycled. Acting was slightly above par. CGI used for aliens were exceptional. However, overall nothing memorable."
2025-04-16,2.0,Despite some outstanding performances the film is under whelming . The premis was intriguing but rather than delivering a satisfying meal was more like a rice cake covered in chocolate .
2025-04-16,10.0,"Quirky, weird, and over the top. Like a melodrama stage play, everything went over-the-top. The acting to accomplish this unique film had to be top tier. Not only did the actors (and there were so many good ones!) step away from their usual stereotypical roles, but the sci-fi dark comedy went into a Wes Anderson-esque style of complicated misdirection and comedy. The whole plot was unexpected and surprising, with Robert Pattinson truly making this role his own. And I never could have predicted Mark Ruffalo being able to match so well with Toni Collette in portraying over-the-top craziness, but it worked. He made the character memorable and you hated him. By the end of the movie, you had heroes, and villains, and a new adorable alien to root for. I recommend watching it with friends, and enjoying the unexpected."
2025-04-16,10.0,"great movie, kinda funny the cgi was crazy to with the aliens"
2025-04-16,2.0,Top 5 worst movies I’ve ever seen. Mark Ruffalo is so terrible it makes me sick
2025-04-16,10.0,Great movie! I think it was better than the book. Excellent production.
2025-04-15,9.0,Loved the movie!! Now this is how you write a sci-fi movie. Everyone take notes.
2025-04-15,10.0,"I LOVE IT, I love EVERYTHING about it, when I say everything mean all."
2025-04-15,10.0,"I absolutely loved this movie. I hadn't watched any trailers so went in blind and I enjoyed it so much! I found Robert just hilarious. My favorite role of his, hands down. I got emotional sometimes for him! He nailed that role IMO. Thoroughly enjoyed it!"
2025-04-15,6.0,"A quirky sci-fi comedy so overstuffed with social and political commentary that it forgets about entertaining it's audience.  Shortly after wishing it was a different film altogether, I lost interest and thought about how much better Duncan Jones' ""Moon"" was."
2025-04-15,7.0,Well that was different!
2025-04-15,6.0,"I think if this had been made as a straight pg-13 movie, it would have been a lot more watchable and enjoyably. But too much strong profanity and adult themes, (ménage à trois?) for its target audience which i presume is high high and young adult."
2025-04-14,9.0,"A fun, intelligent, and extraordinary film, released at the perfect time. It portrays a society identical to ours—or at least the one we are becoming. Bong Joon-ho shifts science fiction from dystopian to utopian, crafting a story filled with deep themes: the importance of the individual in society and free will, the destruction of the environment by humankind, and political power in the hands of those who don’t deserve it. Incredible direction, brilliant performance by Pattinson, and a fantastic Mark Ruffalo. A must-watch film, even more impactful in IMAX format."
2025-04-14,2.0,Worst movie I’ve seen in a long long long time. I have no idea how it’s rated so high. Lots of potential with the plot but it’s brutaaalll
